fotmob_id,team_id,name,dob,height_cm,preferred_foot,country,category,positions,transfermarkt_value
1797094,101757,Mohamed Abdelnasser,2006-09-09T00:00:00.000Z,,,Egypt,forward,,175000.0
1700472,80591,Mohamed El Sayed,2006-05-20T00:00:00.000Z,,right,Egypt,CM,,300000.0
1689366,178268,Mahmoud Hassouna,1997-01-01T00:00:00.000Z,177.0,right,Egypt,AM,,75000.0
1797894,316480,Abdallah Maradona,2002-01-01T00:00:00.000Z,,,Egypt,ST,,150000.0
1797208,101746,Hassan Mansour,2004-09-26T00:00:00.000Z,,,Egypt,RB,CB,75000.0
667978,102199,Blati Touré,1994-08-04T00:00:00.000Z,171.0,right,Burkina Faso,DM,"CM,AM",
1689186,687954,Ahmed Sobhi,1994-09-26T00:00:00.000Z,187.0,,Egypt,GK,,100000.0
1333446,585662,Abdelrahman Emad,1999-04-10T00:00:00.000Z,,,Egypt,CM,,150000.0
1578425,101747,Mohamed Hany,2002-06-01T00:00:00.000Z,,,Egypt,RW,RM,100000.0
1797204,101767,Mahmoud El Badry,1999-03-24T00:00:00.000Z,,left,Egypt,LB,,0.0
817498,205190,Ahmed El Shimi,1995-01-02T00:00:00.000Z,182.0,,Egypt,AM,,100000.0
544592,517894,Mostafa Fathi,1994-05-12T00:00:00.000Z,,left,Egypt,RW,RM,750000.0
1896909,101752,Abdi Ineza,2004-12-12T00:00:00.000Z,,,Burundi,ST,,100000.0
1366799,585662,Hamdy Alaa,2000-10-01T00:00:00.000Z,,right,Egypt,ST,CM,150000.0
1689155,101747,Khaled Aboziada,1999-01-01T00:00:00.000Z,185.0,left,Egypt,RW,AM,100000.0
1797892,316480,Mohamed Medhat,2006-05-11T00:00:00.000Z,,,Egypt,CB,,100000.0
1797081,205190,Ahmed Refaat,2000-01-04T00:00:00.000Z,,,Egypt,LW,,150000.0
1482145,102050,Oussama Zemraoui,2002-03-01T00:00:00.000Z,,,Morocco,RW,"DM,AM,ST",200000.0
883098,581345,Camacho,1998-01-20T00:00:00.000Z,185.0,right,Egypt,CB,,100000.0
1589637,687954,Amir Medhat,1991-07-07T00:00:00.000Z,,,Egypt,CB,,50000.0
841951,101762,Mido Gaber,1992-05-09T00:00:00.000Z,184.0,right,Egypt,ST,RW,150000.0
1797186,178268,Ahmed Belia,2000-03-27T00:00:00.000Z,,right,Egypt,RB,,100000.0
1680694,207873,Qobolwakhe Sibande,2000-04-17T00:00:00.000Z,,,South Africa,RW,LB,0.0
487067,101766,Mabululu,1992-06-01T00:00:00.000Z,178.0,right,Angola,ST,CM,500000.0
1689363,101757,Mahmoud Abou-Gouda,1998-01-01T00:00:00.000Z,,,Egypt,ST,AM,50000.0
970189,178268,Mohamed Mahmoud,1998-05-07T00:00:00.000Z,165.0,,Egypt,AM,,100000.0
1363912,581345,Islam Al Mazayen,2001-01-01T00:00:00.000Z,,,Egypt,CB,,50000.0
1062042,581345,Azmi Ghouma,1998-02-27T00:00:00.000Z,,left,Tunisia,LB,,50000.0
1800452,101754,Ahmed Ismail,2002-06-27T00:00:00.000Z,,,Egypt,CM,,200000.0
1121512,101762,Hassan Ali,1998-05-15T00:00:00.000Z,,right,Egypt,CM,"DM,LM",200000.0
1797190,101752,Ahmed Etman,2003-02-15T00:00:00.000Z,,,Egypt,RW,,75000.0
1580523,80591,Ahmed Mahmoud,2003-01-05T00:00:00.000Z,184.0,,Egypt,CB,RB,600000.0
1600377,101757,Ahmed Ouled Behi,2000-08-19T00:00:00.000Z,,,Tunisia,CM,,250000.0
1428297,101766,Ahmed Eid Abdel Naby,1999-09-30T00:00:00.000Z,,,Egypt,forward,,75000.0
1688830,103017,Samir Mohamed,2003-09-04T00:00:00.000Z,187.0,,Egypt,forward,,75000.0
1341307,316480,Seif El Agouz,2001-11-03T00:00:00.000Z,,,Egypt,CM,CB,50000.0
1553109,101745,Nejc Gradisar,2002-08-06T00:00:00.000Z,187.0,right,Slovenia,ST,DM,900000.0
1725462,101746,Abdallah Hassan,2005-09-29T00:00:00.000Z,,,Egypt,RB,,25000.0
1763528,101746,Abdelrahman Mahrous,2006-01-10T00:00:00.000Z,,,Egypt,GK,,100000.0
1715885,101762,Ahmed Ali,2000-09-01T00:00:00.000Z,,,Egypt,AM,,100000.0
1836328,101762,Abdel Wahab Nader,2005-01-01T00:00:00.000Z,,,Egypt,CB,,200000.0
1912615,101754,Mohamed Basir,2002-06-10T00:00:00.000Z,,,Egypt,CB,,25000.0
1116643,101766,Amr Saleh,1995-12-16T00:00:00.000Z,180.0,left,Egypt,LW,LB,100000.0
1112952,178268,Arnaud Randrianantenaina,2001-01-03T00:00:00.000Z,,,Madagascar,LW,"RB,RW",100000.0
513489,101767,Amr Gamal,1991-08-03T00:00:00.000Z,,right,Egypt,ST,,50000.0
938387,101747,Ragab Omran,1994-02-01T00:00:00.000Z,,right,Egypt,LW,,100000.0
1691580,585662,Hazem El Askry,2003-03-08T00:00:00.000Z,,,Egypt,ST,,200000.0
720171,316480,Joseph Ngwem,1991-07-20T00:00:00.000Z,,left,Cameroon,CB,LB,200000.0
1216330,316480,Benjamin Bernard Boateng,2000-11-22T00:00:00.000Z,180.0,,Ghana,ST,,200000.0
1689349,101746,Ali El Malawany,1999-05-15T00:00:00.000Z,177.0,,Egypt,AM,,50000.0
1689353,101746,Ibrahim Abdelaal,2005-12-03T00:00:00.000Z,,,Egypt,AM,,100000.0
1015196,101752,Ahmed Gamal,1994-01-03T00:00:00.000Z,,,Egypt,RB,,50000.0
1220048,205189,Hesham Balaha,1996-05-21T00:00:00.000Z,170.0,left,Egypt,LW,,75000.0
1689355,178268,Abdallah El Said,2001-07-20T00:00:00.000Z,,,Egypt,AM,,0.0
1842699,797212,Selim Soliman,0001-01-01T00:00:00.000Z,,,Egypt,RW,,50000.0
1797079,205190,Hamza Hassan,2008-06-23T00:00:00.000Z,,right,Egypt,AM,,200000.0
1289161,581345,Hassan Yassin,1996-11-05T00:00:00.000Z,,,Egypt,CM,LB,50000.0
522854,2090,Emeka Eze,1992-12-22T00:00:00.000Z,180.0,,Nigeria,midfielder,,600000.0
1394021,101747,Fares Hatem,2003-01-21T00:00:00.000Z,,,Egypt,ST,,100000.0
1662630,608449,Nour Alaa,2003-01-01T00:00:00.000Z,,,Egypt,forward,,150000.0
912507,608449,Mohamed Sadek,1997-07-06T00:00:00.000Z,184.0,,Egypt,LB,,100000.0
1797211,585662,Amara Keita,2005-08-08T00:00:00.000Z,,,Sierra Leone,LB,,75000.0
1689310,101754,Hesham Adel,1998-02-20T00:00:00.000Z,,right,Egypt,CB,,50000.0
982367,101767,Mohamed Abdelghani,1993-07-16T00:00:00.000Z,190.0,,Egypt,CB,,100000.0
1689179,80591,Ahmed Rabie,2001-01-15T00:00:00.000Z,,,Egypt,DM,,250000.0
901245,205189,El-Hani Soliman,1984-08-07T00:00:00.000Z,,,Egypt,GK,,25000.0
1689202,797212,Karim Emad,1997-04-26T00:00:00.000Z,,,Egypt,GK,,150000.0
1807870,316480,Farag Shawky,1997-05-01T00:00:00.000Z,,right,Egypt,GK,,75000.0
936190,585662,Amar Hamdi,1999-03-07T00:00:00.000Z,,right,Egypt,forward,,150000.0
1896910,101752,Ahmed Yasser,0001-01-01T00:00:00.000Z,,,Egypt,forward,,100000.0
1797180,101754,Hazem Temsah,2001-01-01T00:00:00.000Z,,,Egypt,RB,,75000.0
829552,101762,Mohamed El Shami,1996-01-25T00:00:00.000Z,174.0,,Egypt,ST,,200000.0
1797201,101767,Ismail Ashraf,1999-04-27T00:00:00.000Z,,,Egypt,LW,,75000.0
1797178,101754,Sayed Said,2001-02-03T00:00:00.000Z,,right,Egypt,RB,,150000.0
1909909,585662,Ziad Tarek,2001-04-01T00:00:00.000Z,,,Egypt,DM,,150000.0
890238,797212,Khaled Reda,1989-08-19T00:00:00.000Z,,right,Egypt,CB,,25000.0
845293,101766,Abdelrahman Boudy,1993-06-06T00:00:00.000Z,,right,Egypt,RB,,0.0
536714,797212,Fejiri Okenabirhie,1996-02-25T00:00:00.000Z,178.0,right,Nigeria,ST,,75000.0
1284613,80591,Ahmed Sherif,2003-07-26T00:00:00.000Z,,both,Egypt,LW,,200000.0
1797249,103017,Abdoulaye Diabaté,2006-11-28T00:00:00.000Z,,,Ivory Coast,midfielder,,100000.0
1272431,101745,Karim Fouad,1999-10-01T00:00:00.000Z,174.0,,Egypt,LB,,175000.0
1807659,585662,Sulahmana Bah,2001-05-28T00:00:00.000Z,,,Liberia,ST,RW,150000.0
1697405,101754,Mohab Samy,2005-02-20T00:00:00.000Z,,left,Egypt,LB,,100000.0
1264339,101762,Ameed Sawafta,2000-07-10T00:00:00.000Z,,right,Palestine,DM,"RB,CM",250000.0
1689332,101746,Mohamed Wagdi,2002-03-04T00:00:00.000Z,,,Egypt,forward,,75000.0
1705654,205189,Kone Mohamed,2006-01-01T00:00:00.000Z,,,Ivory Coast,midfielder,,75000.0
1688836,101745,Mohamed Abdallah,2005-10-18T00:00:00.000Z,180.0,left,Egypt,RM,RW,1500000.0
1316541,205189,Ahmed Awad,1995-06-07T00:00:00.000Z,,,Egypt,CB,,75000.0
1689171,103017,Ahmed Ghoneim,1999-01-25T00:00:00.000Z,,,Egypt,RB,,100000.0
1425599,585662,Youssef Osama Nabih,2000-09-07T00:00:00.000Z,181.0,right,Egypt,forward,,75000.0
1689182,687954,Shefo,2001-01-01T00:00:00.000Z,,,Egypt,RB,,50000.0
1823348,517894,Odeh Fakhouri,2005-11-20T00:00:00.000Z,180.0,right,Jordan,LM,"RW,LW,ST",350000.0
1797177,101754,Ahmed Kofta,1996-06-22T00:00:00.000Z,,,Egypt,AM,,75000.0
1689061,178268,Youssef Afifi,2001-02-22T00:00:00.000Z,,left,Egypt,LB,,200000.0
1902559,101747,Ahmed Khaled,2001-01-31T00:00:00.000Z,,,Egypt,ST,,100000.0
1688877,101766,Bekalé Aubame,2003-08-04T00:00:00.000Z,,,Gabon,RW,,250000.0
1688943,101762,Ahmed Sharaf,2005-08-04T00:00:00.000Z,,,Egypt,CM,,100000.0
1689083,585662,Abdallah Bostangy,2005-04-04T00:00:00.000Z,,right,Egypt,CB,RB,50000.0
1701643,581345,Ahmed Daador,1995-04-10T00:00:00.000Z,184.0,,Egypt,GK,,75000.0
797124,797212,Mahmoud Shaaban,1995-03-07T00:00:00.000Z,182.0,right,Egypt,RB,,100000.0
1689373,178268,Ahmed Masoud,1991-12-15T00:00:00.000Z,,,Egypt,GK,,50000.0
1897612,80591,El Sayed Osama,2005-01-01T00:00:00.000Z,,right,Egypt,CB,,100000.0
546548,517894,Ali Gabr,1989-01-10T00:00:00.000Z,191.0,right,Egypt,CB,,75000.0
1797019,205190,Ziad Mohamed,2003-05-16T00:00:00.000Z,,,Egypt,GK,,0.0
1689051,608449,Mohamed Samy,2001-10-17T00:00:00.000Z,,,Egypt,CB,,50000.0
1475580,687954,Hatem Sukar,2001-10-26T00:00:00.000Z,,,Egypt,LB,,150000.0
1797259,797212,Ahmed Mazoud,1995-05-31T00:00:00.000Z,,,Tunisia,defender,,100000.0
534483,101757,Louay Wael,1992-06-04T00:00:00.000Z,182.0,,Egypt,CB,,50000.0
1309801,101762,Mohamed Shokry,1999-07-06T00:00:00.000Z,170.0,,Egypt,defender,,200000.0
1555058,101757,Abdo Semana,1998-12-06T00:00:00.000Z,,right,Egypt,forward,,50000.0
1797192,101752,Youssef El Azab,2003-07-08T00:00:00.000Z,,,Egypt,forward,,75000.0
1688859,101766,Islam Samir,1999-01-01T00:00:00.000Z,175.0,right,Egypt,forward,,75000.0
1254632,103017,Ahmed Yassin,1997-08-07T00:00:00.000Z,180.0,,Egypt,defender,,100000.0
1718173,101766,Moamen Sherif,2006-02-11T00:00:00.000Z,,,Egypt,LB,,75000.0
1689529,101752,Solomon Alade,2006-05-31T00:00:00.000Z,,,Nigeria,forward,,250000.0
1428663,101757,Mostafa Sobhi,1998-02-26T00:00:00.000Z,177.0,,Egypt,midfielder,,75000.0
1121519,797212,Adem Redjem,1997-01-01T00:00:00.000Z,,,Algeria,forward,,100000.0
1689314,101754,Salah Zayed,2000-12-07T00:00:00.000Z,,,Egypt,forward,,100000.0
1707045,101767,Mohamed Mostafa,2002-03-09T00:00:00.000Z,,,Egypt,forward,,50000.0
930099,797212,Ahmed Mostafa,1997-10-21T00:00:00.000Z,173.0,right,Egypt,midfielder,,75000.0
713207,80591,Seifeddine Jaziri,1993-02-12T00:00:00.000Z,180.0,right,Tunisia,ST,,150000.0
1347023,585662,Walid Farag,2001-04-06T00:00:00.000Z,,,Egypt,ST,,150000.0
1689151,178268,Islam Hesham,1997-08-01T00:00:00.000Z,180.0,right,Egypt,ST,,0.0
1643841,585662,Mazen Yasser,2003-06-24T00:00:00.000Z,,,Egypt,midfielder,,75000.0
971617,101745,Achraf Dari,1999-05-06T00:00:00.000Z,188.0,right,Morocco,CB,,2200000.0
1807868,316480,Karim Ashraf,1994-04-28T00:00:00.000Z,,,Egypt,ST,,200000.0
1687525,316657,Abdel Maâli,2006-03-16T00:00:00.000Z,177.0,right,Morocco,AM,"LM,RW",800000.0
1689408,101752,Abdelrahman Body,1997-12-29T00:00:00.000Z,,,Egypt,midfielder,,350000.0
922709,101757,Omar Kamal,1993-09-29T00:00:00.000Z,186.0,right,Egypt,RB,,350000.0
1523123,101767,Mohamed Abid,2003-04-03T00:00:00.000Z,,,Tunisia,CM,,150000.0
1797193,101752,Armoosha,2000-06-20T00:00:00.000Z,,both,Egypt,forward,,50000.0
917300,205189,Emad Fathy,1993-01-06T00:00:00.000Z,,,Egypt,AM,,75000.0
1797184,178268,Adham Karim,2007-09-27T00:00:00.000Z,,,Egypt,midfielder,,150000.0
1897613,80591,Ahmed Khodary,2005-01-01T00:00:00.000Z,,left,Egypt,LB,,100000.0
1757427,101767,Adham Seha,2003-01-08T00:00:00.000Z,,,Egypt,GK,,0.0
1797103,101757,Mahmoud El Hadary,1995-01-01T00:00:00.000Z,,,Egypt,GK,,100000.0
1979956,585662,Mohamed Awad,2007-01-01T00:00:00.000Z,,,Egypt,RB,,150000.0
1520101,581345,Mohamed Nadim,2001-07-20T00:00:00.000Z,,right,Egypt,GK,,25000.0
1644692,205189,Mohamed Said,2002-09-06T00:00:00.000Z,,,Egypt,forward,,75000.0
1328713,585662,Nader,2003-06-16T00:00:00.000Z,187.0,right,Egypt,GK,,0.0
763037,80591,Ahmed Hamdi,1998-02-10T00:00:00.000Z,170.0,right,Egypt,CM,,100000.0
1797488,101757,Ahmed Al-Tayeb,2004-09-19T00:00:00.000Z,,,Egypt,midfielder,,250000.0
1797198,101752,Mostafa Oufa,2004-09-19T00:00:00.000Z,,left,Egypt,LB,,50000.0
618062,205190,Winful Cobbinah,1991-09-06T00:00:00.000Z,180.0,left,Ghana,midfielder,,50000.0
1800040,316480,Mohamed Said,1993-11-17T00:00:00.000Z,,left,Egypt,defender,,0.0
1689387,101757,Mohamed Fawzi,1996-06-11T00:00:00.000Z,190.0,,Egypt,GK,,25000.0
1800234,101767,Mohamed Hassan,0001-01-01T00:00:00.000Z,,,Egypt,defender,,50000.0
1797092,101757,Mahmoud El Sayed,1997-08-01T00:00:00.000Z,,right,Egypt,forward,,100000.0
1520082,581345,Ali Yasser,2003-05-25T00:00:00.000Z,,,Egypt,forward,,75000.0
1722913,581345,Mazen Adel,2003-06-06T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1648705,178268,Seif Shika,2001-06-24T00:00:00.000Z,,right,Egypt,LW,,25000.0
1448017,8608,Ieltsin Camões,1999-04-16T00:00:00.000Z,188.0,right,Cape Verde,ST,,100000.0
481722,101754,Mahmoud Kahraba,1994-04-13T00:00:00.000Z,182.0,right,Egypt,midfielder,,200000.0
1233527,80591,Amr Nasser,1999-03-08T00:00:00.000Z,182.0,right,Egypt,forward,,250000.0
1097310,101752,Ahmed Said,1997-01-03T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1689320,101746,Amr El Said,2003-01-01T00:00:00.000Z,,,Egypt,forward,,25000.0
1435437,205190,Mahmoud Talaat,1990-06-22T00:00:00.000Z,,,Egypt,midfielder,,0.0
1688874,101766,Amr Gomaa,1999-08-10T00:00:00.000Z,,right,Egypt,forward,,75000.0
1421392,101754,Suleiman Kirki,2003-04-17T00:00:00.000Z,174.0,,Nigeria,midfielder,,50000.0
1797170,101754,Ousseynou Bodian,2000-01-14T00:00:00.000Z,,,Senegal,forward,,50000.0
1843082,101766,Ahmed Atef,2005-06-19T00:00:00.000Z,,,Egypt,forward,,50000.0
1609806,608449,Freddy Michael Kouablan,1998-07-18T00:00:00.000Z,190.0,,Ivory Coast,ST,,100000.0
1330870,101767,Ziad Tarek,2000-09-06T00:00:00.000Z,175.0,,Egypt,RW,,0.0
1497831,102050,Salah Moussadak,1998-03-23T00:00:00.000Z,187.0,both,Morocco,CB,,400000.0
1374311,80591,Seif Gaafar,1999-12-05T00:00:00.000Z,,,Egypt,forward,,100000.0
858541,101762,Kingsley Eduwo,1996-06-19T00:00:00.000Z,,right,Nigeria,ST,,200000.0
1797219,581345,Alhassan Benny,2004-10-23T00:00:00.000Z,,right,Egypt,forward,,50000.0
1689116,103017,Omar Reda,2003-04-24T00:00:00.000Z,179.0,left,Egypt,forward,,50000.0
1797214,101747,Mahmoud Abdelaziz,2002-05-01T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1689227,101746,Mohamed Zidan,2001-08-06T00:00:00.000Z,,,Egypt,forward,,50000.0
630110,101767,Kouassi Kouadja,1995-06-22T00:00:00.000Z,183.0,,Ivory Coast,CB,,50000.0
1235111,205189,Ashraf Magdy,1997-07-26T00:00:00.000Z,,,Egypt,forward,,175000.0
1797096,101757,El Sayed Abo-Amna,1996-04-04T00:00:00.000Z,,,Egypt,RW,,50000.0
1730794,101752,Atef El Hakim,2005-02-10T00:00:00.000Z,,,Egypt,forward,,75000.0
1689318,101746,Hassan Saber,2005-01-01T00:00:00.000Z,,,Egypt,forward,,50000.0
1797018,205190,Amr Shaaban,1990-10-01T00:00:00.000Z,,,Egypt,keeper,,0.0
1797068,101766,Mahmoud Agib,2004-01-01T00:00:00.000Z,,,Egypt,forward,,450000.0
543387,517894,Youssef Obama,1995-05-26T00:00:00.000Z,178.0,right,Egypt,midfielder,,250000.0
535601,517894,Ahmed Tawfik,1991-10-01T00:00:00.000Z,,,Egypt,defender,,75000.0
1797097,101757,Mohamed Hozian,1999-07-17T00:00:00.000Z,,,Egypt,defender,,50000.0
533408,608449,Ahmed Samir,1994-08-25T00:00:00.000Z,183.0,both,Egypt,forward,,0.0
1688834,101762,Mostafa Abou El Khair,2004-01-09T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1227361,1680577,Ahmed Abdelkader,1999-05-23T00:00:00.000Z,180.0,right,Egypt,midfielder,,400000.0
1689072,581345,Hussein Hosny,2000-01-05T00:00:00.000Z,178.0,,Egypt,midfielder,,50000.0
1520100,80591,Ahmed Esho,2003-03-03T00:00:00.000Z,173.0,,Egypt,LB,,100000.0
1819229,178268,Amr Khaled,2005-10-06T00:00:00.000Z,,right,Egypt,forward,,50000.0
1647380,101757,Abdelrahman Akmal,2004-04-07T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1689057,101757,Youssef Abdelhafiz,2005-01-05T00:00:00.000Z,,,Egypt,defender,,50000.0
1435087,585662,Mohamed Ashraf,2001-10-01T00:00:00.000Z,,left,Egypt,defender,,150000.0
1702000,101754,Mohamed Samir,2006-02-03T00:00:00.000Z,,,Egypt,defender,,75000.0
1689395,101752,Ahmed El Nafarawy,1998-02-11T00:00:00.000Z,185.0,,Egypt,keeper,,50000.0
1797185,178268,Ali Id-Hammou,1997-05-18T00:00:00.000Z,,both,Morocco,midfielder,,75000.0
2007986,101757,Ali Tarek,0001-01-01T00:00:00.000Z,,,Egypt,keeper,,100000.0
656489,797212,Ahmed Yehia,1988-08-15T00:00:00.000Z,,right,Egypt,keeper,,0.0
1689088,205189,Hussein Taimour,2000-01-16T00:00:00.000Z,191.0,right,Egypt,keeper,,25000.0
1272430,517894,Mahmoud Gad,1998-10-11T00:00:00.000Z,191.0,,Egypt,GK,,500000.0
545890,80591,Mohamed Awad,1992-07-06T00:00:00.000Z,184.0,right,Egypt,GK,,150000.0
1013015,101747,Mohamed Magdy,1995-01-01T00:00:00.000Z,,,Egypt,keeper,,50000.0
1797188,178268,Ziad Askar,2001-09-01T00:00:00.000Z,,,Egypt,keeper,,0.0
1689306,101754,Ramadan Mostafa,1999-05-28T00:00:00.000Z,,,Egypt,keeper,,100000.0
1899468,585662,Karim Gomaa,2008-05-18T00:00:00.000Z,,left,Egypt,forward,,75000.0
1896715,581345,Youssef Galal,2005-01-01T00:00:00.000Z,,,Egypt,midfielder,,25000.0
1689053,205190,Ahmed Abdin,2006-05-01T00:00:00.000Z,182.0,right,Egypt,CB,,150000.0
1896904,316480,Mohamed Abdelmoniem,0001-01-01T00:00:00.000Z,,,Egypt,defender,,0.0
1765366,585662,Ahmed Abdelaziz Seif,2005-01-01T00:00:00.000Z,,,Egypt,midfielder,,200000.0
1803265,101757,Kalu Onyemaechi,2005-01-01T00:00:00.000Z,,,Nigeria,forward,,350000.0
1839545,581345,Hossam Reda,2005-02-16T00:00:00.000Z,,,Egypt,midfielder,,25000.0
1765367,797212,Omar Amin,0001-01-01T00:00:00.000Z,,,Egypt,forward,,150000.0
2007995,316480,Abdelrahman Boda,0001-01-01T00:00:00.000Z,,,Egypt,midfielder,,25000.0
767777,101762,Moustafa Zeidan,1998-06-07T00:00:00.000Z,175.0,both,Palestine,CM,,300000.0
1689112,581345,Seif Eldin Rafik,2005-01-01T00:00:00.000Z,,,Egypt,forward,,25000.0
1958957,608449,Matthew Ojor,0001-01-01T00:00:00.000Z,,,Nigeria,forward,,0.0
1896905,101767,Moses Gyabaah,2002-09-20T00:00:00.000Z,,,Ghana,forward,,50000.0
2007987,101757,Mohamed Walid,2006-01-01T00:00:00.000Z,,,Egypt,midfielder,,150000.0
1695741,581345,Teo Fernandes,2002-09-17T00:00:00.000Z,186.0,right,Angola,defender,,0.0
1397991,101765,Ahmed Abdel Hakim,1998-04-26T00:00:00.000Z,190.0,left,Egypt,defender,,
937098,101762,Youssef El Gohary,1997-11-06T00:00:00.000Z,178.0,,Egypt,midfielder,,50000.0
1759881,581345,Seif Emam,2004-09-08T00:00:00.000Z,188.0,left,Egypt,defender,,25000.0
1914126,687954,Karim Adel,0001-01-01T00:00:00.000Z,,,Egypt,midfielder,,150000.0
1765352,585662,Marwan Mahmoud,2006-01-01T00:00:00.000Z,,,Egypt,midfielder,,1500000.0
928491,581345,Yahya Boussakou,2000-03-04T00:00:00.000Z,178.0,right,Netherlands,forward,,75000.0
1812919,103017,Ahmed Helmy,2005-01-01T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1797187,178268,Hesham Wael,2005-07-29T00:00:00.000Z,,right,Egypt,defender,,0.0
1334777,608449,Mohamed El Maghraby,2001-04-28T00:00:00.000Z,181.0,left,Egypt,defender,,75000.0
1478141,585662,Muhammed Sawaneh,2003-12-30T00:00:00.000Z,,,The Gambia,midfielder,,25000.0
1797260,797212,Mohamed Yousri,2004-06-26T00:00:00.000Z,,,Egypt,defender,,0.0
1695633,101754,Ali Ehab,2006-02-20T00:00:00.000Z,,,Egypt,forward,,75000.0
1900940,80591,Youssef Wael,0001-01-01T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1693005,101766,Adham Alaa,2006-01-01T00:00:00.000Z,,,Egypt,forward,,0.0
1797227,103017,Mahmoud Morsi,2003-03-13T00:00:00.000Z,,,Egypt,forward,,50000.0
1800228,1786755,Marwan Magdy,2003-11-01T00:00:00.000Z,,,Egypt,midfielder,,
1807297,101766,Ahmed Nagy,2005-01-01T00:00:00.000Z,,right,Egypt,midfielder,,25000.0
1687627,101757,Benjamin Okoronkwo,1996-10-30T00:00:00.000Z,187.0,,Nigeria,forward,,0.0
1973131,101767,Ahmed Kamel,2005-01-01T00:00:00.000Z,,,Egypt,forward,,100000.0
1689309,316480,Mohamed Osam,2002-11-14T00:00:00.000Z,,,Egypt,defender,,0.0
1896908,101752,Youssef Fawzi,2002-02-02T00:00:00.000Z,,,Egypt,forward,,0.0
1206799,205189,Stephen Amankona,2000-03-30T00:00:00.000Z,,,Ghana,midfielder,,50000.0
1854182,316480,Mohamed Hamdi,2003-04-04T00:00:00.000Z,,both,Egypt,midfielder,,25000.0
1797893,316480,Jordan Nkengafack,0001-01-01T00:00:00.000Z,,right,Egypt,midfielder,,75000.0
2007994,101757,Omar Tharwat,2007-01-01T00:00:00.000Z,,,Egypt,midfielder,,350000.0
1797207,101746,Bashar Ashraf,2006-08-20T00:00:00.000Z,,,Egypt,forward,,0.0
1689321,101746,Mohamed El Behiry,2001-12-01T00:00:00.000Z,,,Egypt,midfielder,,0.0
1689177,687954,Mostafa Shehata,2001-04-01T00:00:00.000Z,,left,Egypt,forward,,25000.0
1289515,205189,Ahmed Khaled,1998-10-17T00:00:00.000Z,,,Egypt,midfielder,,50000.0
1813198,103017,Adel Ali,2005-01-01T00:00:00.000Z,,,Egypt,forward,,50000.0
1689382,101767,Youssef Sabra,2003-08-26T00:00:00.000Z,182.0,,Egypt,defender,,25000.0
1475841,101766,Ahmed Hassan,2002-01-01T00:00:00.000Z,,,Egypt,midfielder,,75000.0
1725953,608449,Mohamed Reda,2002-08-18T00:00:00.000Z,,,Egypt,midfielder,,75000.0
1401072,101754,Hossam Ghanem,1999-01-29T00:00:00.000Z,180.0,,Egypt,forward,,25000.0
1712470,101754,Omar Ahmed,2007-07-17T00:00:00.000Z,172.0,left,Egypt,forward,,75000.0
1797100,101757,Mohamed Gamal,1992-09-30T00:00:00.000Z,,,Egypt,defender,,400000.0
1797197,101752,Rahim Shomari,2005-02-17T00:00:00.000Z,,left,Tanzania,defender,,200000.0
2007357,101747,A El Gharhy,0001-01-01T00:00:00.000Z,,,Egypt,defender,,100000.0
1764764,101767,Damilola Emmanuel,2005-08-20T00:00:00.000Z,,,Nigeria,forward,,50000.0
1615932,101767,Ibrahim Al-Dawoud,2000-07-14T00:00:00.000Z,175.0,right,Palestine,forward,,0.0
1927871,205189,Emmanuel Nweke,2007-01-01T00:00:00.000Z,,,Nigeria,forward,,0.0
1797195,601931,Ahmed Wahid,2005-07-07T00:00:00.000Z,,right,Egypt,midfielder,,
989418,316480,Karim Khaled,1993-03-11T00:00:00.000Z,,,Egypt,defender,,200000.0
2008017,101766,Khaled Reda,2005-01-01T00:00:00.000Z,,,Egypt,defender,,150000.0
1691811,101754,Mohamed Emad,2005-02-21T00:00:00.000Z,,,Egypt,midfielder,,25000.0
1689056,101747,Moamen Mahmoud,2003-06-26T00:00:00.000Z,,right,Egypt,defender,,75000.0
1997215,601934,Mohamed Raafat,2005-01-01T00:00:00.000Z,,,Egypt,midfielder,,
1819231,101745,Omar Moawad,2006-10-14T00:00:00.000Z,,,Egypt,forward,,300000.0
672038,205189,Ahmed Amin,2004-01-01T00:00:00.000Z,,right,Egypt,midfielder,,25000.0
1979154,101754,Nour Ashraf,2008-05-17T00:00:00.000Z,,,Egypt,CB,,200000.0
2008006,101757,Ahmed Talaat,0001-01-01T00:00:00.000Z,,,Egypt,midfielder,,75000.0
762950,103017,Momen Atef,1995-02-27T00:00:00.000Z,,,Egypt,midfielder,,200000.0
2007998,585662,Adel Abdelrahman,2007-01-12T00:00:00.000Z,,,Egypt,midfielder,,250000.0
2008004,797212,Youssef Galal,2005-01-01T00:00:00.000Z,,,Egypt,midfielder,,250000.0
2007996,101757,Youssef Abou-Hashima,2003-01-01T00:00:00.000Z,,,Egypt,midfielder,,0.0
1995479,101747,Ziad El Teihy,0001-01-01T00:00:00.000Z,,,Egypt,midfielder,,0.0
